userid,modelScore
5337,0.12826516
5338,0.0666119
5339,-0.256064254
5340,0.260524064
5341,0.253885188
5342,0.529437159
5343,-0.368374703
5344,0.11551936
5345,-0.146940985
5346,0.364508371
5347,0.243754894
5348,0.200766273
5349,0.124821443
5350,0.205023872
5351,-0.212656229
5352,0.297989644
5353,0.254916055
5354,0.324993599
5355,0.220033636
5356,0.025001031
5357,-0.004491311
5358,0.062267555
5359,0.103484712
5360,0.220037606
5361,0.042738983
5362,0.211048173
5363,0.013928179
5364,0.266287472
5365,0.018830737
5366,0.28039346
5367,0.113183426
5368,-0.375267185
5369,0.195937602
5370,0.151911362
5371,0.066534209
5372,-0.297333915
5373,0.19149221
5374,0.319848919
5375,0.229025464
5376,0.151135526
5377,-0.105568224
5378,-0.178057919
5379,0.134282857
5380,-0.064146989
5381,0.251068984
5382,0.215035148
5383,-0.141854115
5384,0.186884752
5385,0.436530203
5386,0.209879531
5387,0.239050362
5388,0.258175835
5389,0.151137977
5390,0.038259179
5391,0.147388332
5392,-0.022863803
5393,0.332901036
5394,0.328924389
5395,0.152200468
5396,0.190983216
5397,0.171698606
5398,0.197928391
5399,0.131587976
5400,0.372259435
5401,-0.442171961
5402,-0.000888032
5403,0.231140064
5404,0.307098154
5405,0.139478343
5406,0.277454079
5407,0.06766848
5408,0.268615332
5409,0.354591923
5410,0.194621882
5411,0.267711522
5412,0.149029499
5413,0.34874566
5414,0.086034071
5415,0.415756476
5416,0.204075386
5417,0.049380855
5418,0.399386303
5419,0.211915629
5420,-0.104828594
5421,0.032628595
5422,0.281135907
5423,0.257567353
5424,0.023034889
5425,0.172588716
5426,0.153755
5427,0.22824678
5428,-0.048128196
5429,0.092396764
5430,0.146369115
5431,0.211914077
5432,-0.032193135
5433,0.026035868
5434,-0.019433876
5435,0.222441007
5436,0.203377627
5437,0.283968044
5438,-0.092196127
5439,0.123256997
5440,0.170017902
5441,-0.078302736
5442,0.194976154
5443,0.073095584
5444,0.268618885
5445,0.256206112
5446,0.111800625
5447,-0.182181599
5448,0.194240433
5449,0.174585091
5450,0.326861208
5451,0.393736506
5452,-0.06941783
5453,0.223733636
5454,0.133173957
5455,-0.082721117
5456,0.21212989
5457,0.328091211
5458,0.257400143
5459,0.053433076
5460,0.173384427
5461,-0.078678753
5462,0.044400476
5463,0.324418584
5464,0.367821023
5465,0.297147087
5466,0.175081032
5467,0.238578365
5468,-0.000406026
5469,0.442500775
5470,0.123036622
5471,0.223322337
5472,0.116418125
5473,0.159961822
5474,0.175499565
5475,0.150997867
5476,0.206008474
5477,0.428618015
5478,0.302674726
5479,0.039668424
5480,0.044823492
5481,0.136460045
5482,0.254855814
5483,0.25633954
5484,0.044796306
5485,0.273558595
5486,0.119582655
5487,0.23022706
5488,0.222606692
5489,0.020822973
5490,0.482932815
5491,0.197623361
5492,0.105944117
5493,0.126535357
5494,0.398860085
5495,-0.170019477
5496,-0.260079325
5497,0.18920353
5498,-0.081923099
5499,0.292422065
5500,-0.013336636
5501,0.079585289
5502,0.138489107
5503,-0.011700028
5504,0.009401813
5505,0.270791916
5506,0.258541828
5507,0.040304354
5508,0.344702739
5509,-0.164069845
5510,0.08935175
5511,-0.161495211
5512,0.010104493
5513,0.217151798
5514,0.279445859
5515,0.305854097
5516,0.254451929
5517,0.060565061
5518,-0.073328285
5519,0.36140965
5520,0.124969564
5521,0.371722304
5522,-0.03068478
5523,0.001730379
5524,0.181452925
5525,0.137714318
5526,0.286326937
5527,0.562997613
5528,0.277970189
5529,0.065040939
5530,-0.097678925
5531,0.163991229
5532,0.111390001
5533,-0.158124954
5534,0.106257222
5535,0.16419997
5536,-0.144560019
5537,0.209356707
5538,0.231948967
5539,0.156524209
5540,-0.007736536
5541,-0.247499642
5542,0.285931119
5543,0.348547411
5544,-0.283466366
5545,0.106988959
5546,0.112871474
5547,-0.012596877
5548,0.25264905
5549,0.154560656
5550,0.371642807
5551,-0.042181568
5552,-0.361657386
5553,0.055374674
5554,0.284867232
5555,0.283555752
5556,0.141924096
5557,-0.069936358
5558,0.252758966
5559,-0.154246294
5560,-0.257391075
5561,0.032638976
5562,0.117317543
5563,-0.096381304
5564,0.178077152
5565,-0.016636402
5566,0.12843236
5567,0.450508121
5568,0.178415028
5569,-0.14619957
5570,0.12907286
5571,0.331814469
5572,0.06096504
5573,-0.039721693
5574,-0.016127661
5575,0.072015524
5576,-0.269328023
5577,0.355803749
5578,0.309398904
5579,0.209812809
5580,0.044738888
5581,0.103750554
5582,0.190680084
5583,0.013791904
5584,0.158265825
5585,-0.10745771
5586,-0.000214834
5587,-0.0163813
5588,-0.213628755
5589,0.046404538
5590,-0.044695127
5591,0.487457212
5592,-0.159396486
5593,0.190442071
5594,0.30650347
5595,0.387144923
5596,-0.153430821
5597,0.436820756
5598,0.166671775
5599,0.30775427
5600,0.186980681
5601,0.392675587
5602,0.220380984
5603,0.068371336
5604,0.277804715
5605,0.137066033
5606,0.234455185
5607,-0.048419713
5608,0.235101568
5609,0.309820682
5610,0.04362014
5611,0.140127499
5612,0.212793355
5613,0.22546642
5614,0.082479763
5615,0.40062189
5616,-0.021072419
5617,-0.139043049
5618,0.351590167
5619,0.391883765
5620,0.215062637
5621,0.209699378
5622,0.323139269
5623,-0.054552007
5624,0.011040071
5625,0.348898224
5626,-0.15629288
5627,-0.089768804
5628,0.135497217
5629,0.089405151
5630,0.114919071
5631,0.224675991
5632,0.216340878
5633,-0.091361058
5634,0.342174036
5635,0.109141718
5636,-0.200455515
5637,-0.238516204
5638,-0.025685695
5639,0.194299166
5640,0.278002172
5641,-0.090678902
5642,0.224227691
5643,0.282470431
5644,0.25014001
5645,-0.156104683
5646,-0.22918891
5647,-0.016803587
5648,0.081920747
5649,0.230323231
5650,0.10822501
5651,0.082178882
5652,0.020341938
5653,0.106439443
5654,0.575618361
5655,0.28778261
5656,0.202100665
5657,0.313725904
5658,0.061399762
5659,0.144487946
5660,-0.066153976
5661,0.364180599
5662,0.186990324
5663,0.338621438
5664,-0.02402338
5665,0.164308658
5666,0.207406303
5667,-0.024964615
5668,0.266289058
5669,0.25046666
5670,0.467083619
5671,0.199461499
5672,0.090844793
5673,0.030170564
5674,0.265507039
5675,0.374690071
5676,0.058912232
5677,0.251174348
5678,0.182196463
5679,0.159239366
5680,0.258540097
5681,0.226728019
5682,0.188117806
5683,0.037151218
5684,0.019018408
5685,0.214630224
5686,-0.096207224
5687,0.234103424
5688,0.071374178
5689,0.120835474
5690,0.139357394
5691,0.317280039
5692,-0.091735656
5693,0.222489039
5694,0.071741263
5695,0.30727941
5696,0.114325883
5697,0.183397363
5698,0.006841445
5699,-0.144399975
5700,0.077613507
5701,-0.090029629
5702,0.030535531
5703,0.128736947
5704,0.032545845
5705,0.007666665
5706,0.08043157
5707,-0.259128427
5708,-0.125150917
5709,0.30191372
5710,-0.003494099
5711,0.223931101
5712,0.332948144
5713,0.083548059
5714,0.099984755
5715,0.450459487
5716,0.279895192
5717,0.029933742
5718,0.221141002
5719,-0.192652205
5720,0.162068008
5721,-0.014708331
5722,0.163054415
5723,-0.225509823
5724,0.277563418
5725,-0.048005768
5726,-0.123710238
5727,0.155277309
5728,0.239105977
5729,0.105478425
5730,0.042583904
5731,0.200986993
5732,0.152796311
5733,0.031298034
5734,0.221519688
5735,-0.170100871
5736,0.405109738
5737,0.124519802
5738,-0.090732315
5739,0.103357388
5740,-0.212407043
5741,0.074087876
5742,0.239117174
5743,0.095024877
5744,-0.006195602
5745,0.068102478
5746,0.33753139
5747,-0.041021313
5748,0.254333263
5749,0.232608383
5750,0.413764837
5751,-0.149277533
5752,0.226893411
5753,0.245000917
5754,-0.113763748
5755,0.079704815
5756,0.400447279
5757,0.150491577
5758,0.099985903
5759,-0.027933039
5760,-0.172332578
5761,0.33891206
5762,0.039947273
5763,-0.011995432
5764,0.234252522
5765,0.310452573
5766,0.160446966
5767,0.489776637
5768,0.294284204
5769,0.014118183
5770,0.249593344
5771,-0.082011594
5772,0.117148114
5773,0.102925801
5774,0.158257544
5775,-0.064410512
5776,-0.072705846
5777,0.121612899
5778,0.108444332
5779,0.274872449
5780,-0.174654407
5781,0.140202835
5782,0.14495881
5783,0.171642843
5784,0.202505274
5785,0.102675582
5786,-0.122626655
5787,-0.107350364
5788,0.149654997
5789,0.113276792
5790,0.102406005
5791,-0.055393457
5792,0.077154478
5793,0.38209867
5794,-0.073612984
5795,0.140423717
5796,-0.09197279
5797,0.092976698
5798,0.062319525
5799,0.017543442
5800,0.430571623
5801,0.140445554
5802,-0.001033606
5803,0.279367891
5804,-0.065109573
5805,0.031177807
5806,0.316287824
5807,0.118042095
5808,0.108426526
5809,-0.174581001
5810,0.331854448
5811,-0.073475468
5812,-0.041270052
5813,0.265870924
5814,-0.286537643
5815,-0.280193235
5816,0.401926767
5817,0.146538573
5818,-0.036186998
5819,0.110361481
5820,0.29422871
5821,0.256040926
5822,0.055873036
5823,-0.064780959
5824,0.129571132
5825,-0.106611875
5826,0.343100553
5827,-0.050079883
5828,0.161982912
5829,-0.042094494
5830,0.418399148
5831,0.270020364
5832,-0.006481088
5833,-0.056874343
5834,-0.069846174
5835,0.199601423
5836,0.199717703
5837,0.138129514
6255,0.086882845
6256,-0.013258223
6257,0.330251622
6258,0.043715155
6259,0.063929617
6260,0.406575523
6261,-0.17528307
6262,0.261231726
6263,0.070444589
6264,-0.147369082
6265,-0.332190065
6266,0.139438559
6267,0.13839525
6268,0.132525208
6269,0.375208881
6270,-0.134950067
6271,-0.019724434
6272,0.237391895
6273,0.301692313
6274,-0.005045717
6275,0.065113141
6276,0.00445363
6277,0.183742051
6278,0.074422004
6279,-0.152362245
6280,-0.110732756
6281,-0.008134559
6282,0.238849178
6284,-0.001118498
6285,0.085566907
6286,-0.14437886
6287,0.187456183
6288,0.085950203
6289,0.118310255
6290,0.055556534
6291,0.112360242
6292,0.064733753
6293,-0.129361971
6294,-0.106203126
6295,0.143792894
6296,0.062414292
6297,-0.105567786
6298,-0.01616482
6299,0.150660722
6300,0.259056278
6301,0.378733334
6302,-0.092318922
6303,-0.111526052
6304,0.166130177
6305,0.060895323
6306,-0.078619044
6307,0.440430546
6308,0.006657137
6309,-0.242859788
6310,0.206903258
6311,0.229056773
6312,0.063183901
6313,-0.099880816
6314,0.272894193
6315,0.362827739
6316,0.140326624
6317,0.216113503
6318,-0.141384741
6319,-0.271757111
6320,0.303450523
6321,0.327312141
6322,0.149276362
6323,0.048216586
6324,0.156914897
6325,0.016788693
6326,-0.294962788
6327,0.201000447
6328,0.229180897
6329,0.200919247
6330,0.195542073
6331,0.106764657
6332,0.158785089
6333,0.323812153
6334,-0.029148095
6335,-0.010289397
6336,0.059308304
6337,0.008688427
6338,0.066459991
6339,0.135154789
6340,-0.154141862
6341,0.014646032
6342,0.066219909
6343,0.11947493
6344,0.366399375
6345,0.257141757
6347,0.244848133
6348,0.119040068
6349,0.568334833
6350,0.109557355
6351,0.381913522
6352,0.230535164
6353,0.012604401
6354,0.214462426
6355,0.289018016
6356,-0.03080535
6357,-0.060820583
6358,-0.044053775
6359,0.13415766
6360,0.14803438
6361,0.180711328
6362,0.305253562
6363,0.417537844
6364,0.18384789
6365,0.30903742
6366,0.281326656
6367,0.05061546
6368,0.293265486
6369,-0.008082867
6370,0.009435857
6371,0.068263663
6372,0.274877575
6373,0.044528807
6374,0.248026146
6375,-0.038310642
6376,0.42237397
6377,0.37452183
6378,0.067697229
6379,0.150607881
6380,0.019299746
6381,0.249197613
6382,0.260660368
6383,0.362663212
6384,0.178367463
6385,-0.024102683
6386,0.097546385
6387,0.218865482
6388,0.068399314
6389,0.169636135
6390,0.227942288
6391,-0.218402124
6392,0.338859751
6393,-0.140463234
6394,0.208825382
6395,-0.143746794
6396,0.05394536
6397,-0.005131763
6398,0.336779193
6399,0.113305333
6400,0.25847503
6401,0.111725884
6402,-0.155011259
6403,0.162606954
6404,0.187820854
6405,0.100388779
6406,0.3050842
6407,0.276276135
6408,-0.024365737
6409,-0.127912647
6410,0.208556846
6411,-0.008437219
6412,0.158522954
6413,-0.182343656
6414,0.06671934
6415,0.128696838
6416,0.154598582
6417,-0.029679538
6418,-0.124742526
6419,-0.09746348
6420,0.270623581
6421,-0.026450597
6422,0.097244079
6423,-0.265017559
6424,0.137253552
6425,0.309678316
6426,0.215307274
6427,0.25156061
6428,0.088337362
6429,0.060946475
6430,-0.142618399
6431,0.369809974
6432,0.070442136
6433,0.114816831
6434,0.161929974
6435,0.174041574
6436,0.437796829
6437,0.255182626
6438,0.197035504
6439,-0.180577942
6440,-0.128510169
6441,-0.116048602
6442,-0.014833657
6443,-0.170539788
6444,0.06006669
6445,-0.059639045
6446,-0.128069781
6447,0.361070353
6448,-0.136396645
6449,0.114635392
6450,0.063885116
6451,0.15634199
6452,0.081320056
6453,0.189069808
6454,-0.001807431
6455,-0.13723438
6456,0.348873246
6457,0.039362883
6458,0.077393109
6459,-0.093229032
6460,0.336862667
6461,0.18514953
6462,0.168720582
6463,0.15917
6464,0.403389879
6465,0.393593123
6466,0.187599621
6467,0.175950911
6468,0.351664635
6469,0.10055657
6470,0.362856601
6471,0.123006265
6472,0.569873465
6473,-0.204592262
6474,0.07634518
6475,0.272459574
6476,0.110864154
6477,-0.124814548
6478,0.248950501
6479,0.263045638
6480,0.312290183
6481,-0.008483772
6482,0.102091105
6483,-0.022751361
6484,0.001457938
6485,-0.045708116
6486,-0.035938886
6487,0.205077769
6488,0.058971762
6489,0.106147164
6490,0.428486845
6491,0.16567828
6492,0.251953929
6493,-0.111399311
6494,0.441981843
6495,-0.226347619
6496,0.012669588
6497,-0.062703664
6498,-0.056571035
6499,0.315196608
6500,0.09500689
6501,0.101987376
6502,0.151346441
6503,-0.066017511
6504,0.0869993
6505,0.279402942
6506,0.314808198
6507,-0.157351041
6508,0.180917799
6509,0.191964699
6510,0.224776905
6511,0.009097723
6512,0.157286235
6513,0.130969294
6514,0.050901012
6515,0.062831676
6516,0.460645946
6517,0.183023594
6518,0.113392915
6519,0.057460301
6520,0.114876068
6521,0.177580648
6522,0.265747222
6523,0.045249849
6524,-0.073572253
6525,0.583688149
6526,0.167391087
6527,0.032939047
6528,0.053559835
6529,0.20333185
6530,-0.05010755
6531,0.119326489
6532,0.128634131
6533,0.058174182
6534,-0.193650067
6535,-0.003792817
6536,0.103089812
6537,0.193573823
6538,0.364800278
6539,0.027452572
6540,0.068404147
6541,-0.025851759
6542,0.251845747
6543,-0.011480273
6544,0.298356947
6545,0.171650205
6546,0.000491165
6547,0.232188672
6548,-0.025547429
6549,0.061488932
6550,0.235525326
6551,0.096605771
6552,0.224219672
6553,0.184575852
6554,0.196841626
6555,-0.090842746
6556,0.078583633
6557,0.225864469
6558,0.095950204
6559,0.072494624
6560,-0.117736801
6561,0.086423169
6562,0.047580576
6563,0.01124598
6564,0.110207768
6565,0.254527118
6566,0.202239759
6567,0.20397963
6568,0.007386334
6569,0.229084563
6570,0.224260969
6571,0.219774896
6572,0.234881968
6573,-0.212621362
6574,-0.050961925
6575,0.052985072
6576,-0.04351228
6577,-0.035258015
6578,0.224907696
6579,0.052477773
6580,-0.123271637
6581,0.163298889
6582,0.024544321
6583,0.35601786
6584,-0.037158742
6585,0.195517252
6586,0.129080916
6587,0.096777309
6588,0.197957941
6589,0.118207146
6590,0.002397679
6591,0.068204089
6592,0.097043418
6593,0.224205874
6594,0.032125003
6595,0.111057
6596,0.198912039
6597,0.131984902
6598,-0.086196188
6599,-0.109850274
6600,-0.069384809
6601,0.149447656
6602,0.056128884
6603,0.169744049
6604,0.156172425
6605,0.280022418
6606,0.066795213
6607,0.081007957
6608,0.048760735
6609,0.003808578
6610,0.450965075
6611,0.140377066
6612,0.006150791
6613,-0.016667857
6614,0.137173952
6615,0.151368731
6616,0.414158849
6617,0.178770251
6618,0.072829359
6619,0.163984943
6620,0.114156221
6621,0.140680236
6622,0.400603297
6623,-0.00184416
6624,0.071532752
6625,0.032789992
6626,-0.105665698
6627,-0.029045382
6628,-0.042529278
6629,0.203670374
6630,0.401983241
6631,0.052548107
6632,0.062249322
6633,0.168987185
6634,0.029429065
6635,0.062230353
6636,0.007839315
6637,0.519826556
6638,0.52916013
6639,-0.051174388
6640,0.300896638
6641,-0.121653417
6642,0.288911482
6643,0.139830438
6644,-0.021008859
6645,0.199991127
6646,-0.046591773
6647,-0.098087207
6648,0.137573224
6649,0.171208593
6650,-0.077606528
6651,0.035240459
6652,0.049589465
6653,0.232068419
6654,0.113369807
6655,-0.032312856
6656,0.004637963
6657,-0.187382875
6658,0.452544277
6659,0.343251385
6660,0.005274627
6661,0.144670198
6662,-0.06231847
6663,-0.020610512
6664,0.272107232
6665,0.226453837
6666,0.290999576
6667,0.266567962
6668,0.263099951
6669,-0.191326033
6670,0.162127201
6671,0.518565564
6881,0.051570903
6882,0.141766079
6883,0.124737756
6884,0.25354371
6885,0.249251932
6886,0.280958341
6887,0.389576946
6888,-0.056247149
6889,0.339768503
6890,0.152858417
6891,-0.023133076
6892,0.052737043
6893,0.013552282
6894,0.189504842
6895,0.198966817
6896,0.329662497
6897,0.277148771
6898,0.271996812
6899,0.328193726
6900,0.410072358
6901,0.045339399
6902,0.302922375
6903,-0.00422033
6904,-0.127628472
6905,0.445801746
6906,0.198785839
6907,0.066542544
6908,0.049578374
6909,-0.138538656
6910,0.15627632
6911,-0.038544763
6912,-0.129543018
6913,0.220803182
6914,0.22733137
6915,0.087030551
6916,0.15433269
6917,0.112696211
6918,0.012197142
6919,0.01874891
6920,0.272398914
6921,0.210970335
6922,0.020826228
6923,0.209773923
6924,0.1512932
6925,0.205007657
6926,0.171750822
6927,-0.065612216
6928,0.041623508
6929,0.260592875
6930,0.358045585
6931,0.372292163
6932,-0.000223431
6933,-0.088711754
6934,0.022880086
6935,0.293145029
6936,-0.256345238
6937,-0.028042053
6938,0.244454545
6939,0.215074114
6940,0.061159591
6941,0.003561105
6942,0.169700248
6943,0.194466912
6944,0.065895262
6945,0.39197307
6946,0.011104478
6947,-0.081818592
6948,-0.10452828
6949,0.088631801
6950,0.357571062
6951,0.188747068
6952,-0.155174302
6953,-0.037843024
6954,0.145264037
6955,0.031904384
6956,0.263209824
6957,0.367171081
6958,-0.094860848
6959,-0.069654984
6960,0.146386921
6961,0.038778506
6962,-0.046264458
6963,0.108978768
6964,0.072123448
6965,-0.033033555
6966,0.31201387
6967,0.35729787
6968,-0.027262313
6969,0.228972804
6970,0.392115152
6971,0.097150628
6972,0.111764526
6973,0.067979198
6974,0.28868425
6975,0.079111808
6976,0.006511963
6977,0.012542404
6978,-0.108305138
6979,0.02115257
6980,0.161385095
6981,-0.047011682
6982,0.059195452
6983,-0.263776773
6984,-0.210719227
6985,0.360081546
6986,0.137927701
6987,0.043781542
6988,0.211144493
6989,-0.000168218
6990,-0.018697548
6991,-0.027980252
6992,0.10742486
6993,-0.203750633
6994,-0.005270426
6995,-0.229334173
6996,0.096023226
6997,0.28800433
6998,-0.069188873
6999,-0.045128406
7000,0.099644166
7001,0.437749616
7002,0.093576216
7003,0.351491241
7004,0.499701583
7005,-0.047517708
7006,0.218516605
7007,0.060187271
7008,0.248418521
7009,-0.022387287
7010,-0.281385621
7011,-0.024421403
7012,0.272340432
7013,-0.026639595
7014,0.02580853
7015,-0.098110192
7016,0.188159946
7017,0.320208145
7018,-0.254215811
7019,0.019597035
7020,0.223386121
7021,-0.094953738
7022,0.049287848
7023,0.354002184
7024,0.087566041
7025,-0.122568577
7026,0.279471671
7027,-0.268065003
7028,0.061652782
7029,0.220626715
7030,0.132798099
7031,0.085772053
7032,0.132529067
7033,0.172539104
7034,0.242770461
7035,0.14071229
7036,0.22787907
7037,-0.015049062
7038,0.190475504
7039,0.067556467
7040,-0.014032944
7041,0.088559503
7042,0.035387494
7043,-0.052367731
7044,0.048894452
7045,0.249718353
7046,0.271490824
7047,0.107796205
7048,0.172099797
7049,0.213247552
7050,0.358991372
7051,0.227903938
7052,0.060073331
7053,0.190621276
7054,0.213327975
7055,0.247549344
7056,0.49174971
7057,0.14911124
7058,0.013755934
7059,-0.236151268
7060,-0.155247436
7061,0.258966687
7062,0.28221619
7063,0.225930634
7064,-0.064535066
7065,-0.017893103
7066,0.026094378
7067,0.057229368
7068,0.495818168
7069,0.106857057
7070,-0.162327625
7071,0.275756504
7072,0.320020816
7073,-0.090733237
7074,-0.044681584
7075,0.013579384
7076,0.083112
7077,0.319527803
7078,0.267525299
7079,-0.102057166
7080,0.043219377
7081,0.09777127
7082,0.284156552
7083,0.065231215
7084,0.081625149
7085,0.1736997
7086,0.14140403
7087,0.199686004
7088,0.276013645
7089,-0.030198062
7506,0.16298969
7507,-0.136507908
7508,0.032755417
7509,0.237386051
7510,0.248037209
7511,0.223302402
7512,0.26137588
7513,0.455128196
7514,-0.048372133
7515,0.151962984
7516,0.346509379
7517,0.053622867
7518,-0.217559627
7519,-0.095781074
7520,0.37443186
7521,0.099872459
7522,0.392156587
7523,0.041982958
7524,0.093333298
7525,0.143946405
7526,0.283704768
7527,-0.185256245
7528,0.117016395
7529,0.316737493
7530,0.351650226
7531,0.25735961
7532,0.438923139
7533,0.017501268
7534,0.201314784
7535,0.38350199
7536,0.161718069
7537,-0.051264665
7538,0.313040753
7539,0.140735103
7540,0.19565353
7541,0.052477604
7542,0.061857411
7543,0.087301593
7544,0.282530529
7545,0.214722152
7546,-0.089859967
7547,0.177121764
7548,0.088521018
7549,0.25415779
7550,0.212898177
7551,0.202359754
7552,0.121192907
7553,-0.109561033
7554,0.162663352
7555,0.245951237
7556,0.141455166
7557,0.280422986
7558,-0.048982502
7559,0.036628062
7560,0.044511509
7561,0.008533518
7562,0.279909275
7563,0.209216208
7564,0.045055871
7565,0.142221197
7566,0.173279879
7567,0.108738817
7568,0.130153226
7569,0.173425414
7570,-0.025360192
7571,0.125168789
7572,0.456129725
7573,0.135466708
7574,0.212176308
7575,0.25866305
7576,0.179622496
7577,-0.017832024
7578,0.078909346
7579,0.012210846
7580,-0.237090769
7581,0.077483505
7582,0.196728768
7583,0.230736187
7584,0.06667779
7585,-0.201902153
7586,0.021413566
7587,-0.074979989
7588,0.058786673
7589,0.3629761
7590,-0.078193489
7591,0.067861845
7592,0.111850876
7593,0.196254955
7594,0.04192793
7595,0.177635552
7596,-0.137697588
7597,0.000439241
7598,0.100771279
7599,0.300745262
7600,0.014885134
7601,0.099384841
7602,-0.399897685
7603,0.070451162
7604,0.16054156
7605,0.011910278
7606,0.37457914
7607,0.052755703
7608,0.189598981
7609,0.101203852
7610,0.208865948
7611,0.488702983
7612,0.390484128
7613,0.037532716
7614,0.154157461
7615,0.249006511
7616,0.039632777
7617,0.433700942
7618,0.082248165
7619,0.357328959
7620,0.148300066
7621,0.162526618
7622,0.4627017
7623,0.20465111
7624,0.362331613
7625,0.167229753
7626,-0.034028447
7627,0.028351649
7628,0.213277703
7629,9.92E-05
7630,0.027301194
7631,0.193850026
7632,0.164972957
7633,0.199459285
7634,0.297371153
7635,-0.118619627
7636,-0.215371315
7637,0.234826107
7638,0.012524976
7639,0.188934733
7640,0.001175941
7641,-0.000327661
7642,0.006527822
7643,0.253400097
7644,-0.0379504
7645,0.01307625
7646,0.104880687
7647,0.167681198
7648,0.286791696
7649,0.170984229
7650,-0.061256848
7651,0.030929702
7652,-0.070982441
7653,0.203964843
7654,0.593221975
7655,0.178459189
7656,0.219563699
7657,0.023696223
7658,0.278046726
7659,0.131008531
7660,0.058895804
7661,0.239156194
7662,0.02882132
7663,-0.007256006
7664,0.025103785
7665,0.160017499
7666,0.384327427
7667,0.167155764
7668,0.158756294
7669,-0.034095985
7670,0.157514718
7671,0.207879919
7672,0.261635715
7673,0.37229517
7674,0.025938568
7675,-0.042594792
7676,0.218322354
7677,0.254561261
7678,0.250588144
7679,0.150558638
7680,0.180686613
7681,0.054418065
7682,0.11659203
7683,0.173126853
7684,-0.073463828
7685,0.052090179
7686,0.152392422
7687,-0.099745038
7688,0.22403759
7689,-0.037808537
7690,0.217343828
7691,0.365735487
7692,0.129880836
7693,0.091309947
7694,0.033007031
7695,0.238902865
7696,0.022716337
7697,0.096450545
7698,-0.039351559
7699,0.017839202
7700,0.317116398
7701,0.051263737
7702,0.019203587
7703,0.202357379
7704,0.269555622
7705,-0.037332973
7706,0.362925192
7707,0.058515397
7708,0.094896204
7709,0.088669988
7710,0.235562937
7711,0.413331882
7712,0.425394112
7713,0.115314231
7714,-0.113840245
7715,0.081910216
7716,0.190949464
7717,0.078162226
7718,0.158211961
7719,0.025813425
7720,0.110372528
7721,0.209876901
7722,0.373200127
7723,0.062207091
7724,0.116938729
7725,0.146035793
7726,-0.137194474
7727,0.002447859
7728,0.398768616
7729,0.214261137
7730,0.079844856
7731,-0.0779641
7732,0.062189227
7733,-0.176904299
7734,0.018837949
7735,0.083486714
7736,-0.127658394
7737,-0.121295409
7738,0.269374098
7739,-0.096114881
7740,0.111342239
7741,-0.1405279
7742,0.138049894
7743,0.172146995
7744,0.309170275
7745,-0.128274362
7746,-0.024856887
7747,0.083233276
7748,0.102865019
7749,0.0132038
7750,0.111405936
7751,0.136612008
7752,-0.031479899
7753,-0.063336877
7754,0.039243332
7755,0.054958316
7756,0.215466653
7757,0.403792605
7758,0.368908776
7759,0.383077403
7760,-0.187155689
7761,0.380537317
7762,0.461464166
7763,0.356454553
7764,-0.045379411
7765,0.239920374
7766,0.298926556
7767,-0.043622921
7768,0.249420904
7769,0.079921498
7770,0.059506414
7771,-0.121111351
7772,0.189781093
7773,0.014741855
7774,0.088925269
7775,0.376108432
7776,-0.153927142
7777,-0.157368397
7778,-0.144020948
7779,0.2926787
7780,0.023645162
7781,0.170705899
7782,0.044914742
7783,0.030122906
7784,0.223619411
7785,0.323739831
7786,0.000546592
7787,0.111595888
7788,0.066294681
7789,0.035519735
7790,0.03806978
7791,0.239869707
7792,0.094764853
7793,0.628671811
7794,0.272800243
7795,-0.063804163
7796,0.180730387
7797,0.047829196
7798,0.154891927
7799,0.218198856
7800,0.251604906
7801,0.059306789
7802,0.034660269
7803,0.186910486
7804,0.281401758
7805,0.163084164
7806,0.177955429
7807,-0.063410529
7808,0.13179438
7809,0.217285632
7810,-0.125207306
7811,0.147468152
7812,0.134158441
7813,0.27471928
7814,-0.108401654
7815,0.271630242
7816,-0.071264586
7817,-0.012773287
7818,0.144199679
7819,0.440870918
7820,0.077092878
7821,0.146470114
7822,0.119156687
7823,0.063917809
7824,0.031696211
7825,0.274909882
7826,0.113419394
7827,-0.292397455
7828,-0.076993023
7829,0.473820954
7830,0.154565869
7831,0.123149475
7832,0.120667723
7833,0.240928583
7834,0.053302032
7835,0.238805788
7836,0.427011403
7837,0.007529691
7838,0.234255071
7839,-0.035231374
7840,0.394786327
7841,0.344894279
7842,0.113772879
7843,0.36388966
7844,-0.008844925
7845,0.319391211
7846,-0.100913929
7847,0.080976401
7848,0.065815693
7849,0.308964774
7850,0.164912184
7851,0.218058689
7852,0.180935953
7853,0.438434882
7854,0.21571611
7855,-0.18873875
7856,0.166325256
7857,0.065163141
7858,0.327030019
7859,0.24328431
7860,0.034098998
7861,0.015949852
7862,0.330682395
7863,-0.076866104
7864,0.077938003
7865,-0.056925858
7866,0.25714311
7867,0.100444436
7868,-0.216515323
7869,0.057890737
7870,-0.134332947
7871,-0.048723547
7872,0.320640001
7873,0.142550024
7874,0.057072453
7875,0.041567944
7876,0.280611412
7877,0.055099494
7878,0.086198325
7879,0.15674642
7880,0.152421211
7881,-0.114297636
7882,-0.069632359
7883,0.315918926
7884,0.129935245
7885,-0.212805631
7886,0.191001419
7887,0.185888109
7888,-0.04151106
7889,0.195532178
7890,0.517890879
7891,0.001734729
7892,0.161084129
7893,0.0708961
7894,0.047033579
7895,0.073014632
