userid,modelScore
250,0.268428894
251,0.050557998
252,0.005753768
253,0.351201338
254,0.0830886
255,0.195214495
256,-0.037067591
257,0.051678182
258,0.043252496
259,0.097741993
260,0.195082024
261,0.151834318
262,0.086902451
263,0.215224118
264,0.223225318
265,0.044212448
266,-0.184134897
267,0.137093439
268,-0.092925736
269,0.33291138
270,0.256182114
271,0.229672569
272,-0.058403732
273,0.420420101
274,0.34078563
275,0.133119367
276,0.141762401
277,0.285898638
278,0.059923006
279,0.054960169
280,-0.053735658
281,0.395991914
282,0.489348257
283,0.226161733
284,-0.339869083
285,0.0079208
286,0.138831553
287,0.030170515
288,0.11753497
289,-0.028511029
290,-0.042425223
291,0.026729959
292,0.003686268
293,0.387370004
294,0.336085448
295,0.346363432
296,-0.239602038
297,0.292399294
298,0.026183043
299,-0.200614441
300,-0.041966377
301,0.651132337
302,0.363387502
303,0.25641091
304,0.313973851
305,0.418937307
306,0.123285243
307,-0.149163467
308,0.051179072
309,0.081343662
310,0.03170795
311,0.331065324
312,0.007152074
313,-0.258877404
314,0.069031881
315,0.112035811
316,-0.24282431
317,0.444458143
318,0.296778708
319,-0.064833925
320,0.12728129
321,0.291560649
322,0.165796573
323,-0.142157755
324,0.092511194
325,0.125911451
326,-0.009985166
327,0.087774328
328,-0.006063625
329,0.139751909
330,0.045250235
331,0.309096462
332,-0.026750248
333,0.169423352
334,0.113163676
335,0.398530285
336,0.093725636
337,0.172452997
338,0.246252787
339,0.067214188
340,0.36369798
341,0.201000536
342,0.167258478
343,0.472403243
344,0.147930513
346,-0.215622433
347,0.530282124
348,0.085012767
349,0.262447006
350,0.327009238
351,0.145696612
352,0.022171842
353,0.233239876
354,-0.192209852
355,0.314773174
356,0.301455469
357,0.171209149
358,-0.122066813
359,0.130381791
360,0.003918544
361,-0.009562044
362,0.085092541
363,-0.116734887
364,-0.050112722
365,0.06728128
366,0.077747653
367,0.216745979
368,0.053614286
369,0.262106978
370,0.3424369
371,0.313789284
372,0.329341896
373,0.150403365
374,-0.011101211
375,0.002467634
376,0.200305829
377,-0.198012862
378,0.013518542
379,-0.279377639
380,0.228260155
381,0.270238759
382,-0.023906635
383,-0.040710309
384,0.132561447
385,-0.071426659
386,-0.11923296
387,0.051959802
388,0.219713753
389,0.408177541
390,0.240604612
391,0.104903963
392,0.277858592
393,0.179853914
394,0.230579278
395,-0.364136905
396,0.366391942
397,-0.139780686
398,-0.084553124
399,-0.212665763
400,0.15440998
401,-0.063326471
402,0.18581923
403,0.327622146
404,0.088337585
405,0.034989603
406,0.296175633
407,-0.032078272
408,0.242954454
409,0.262153344
410,0.008998673
411,0.20476395
412,-0.026639746
413,0.086264572
414,-0.113339269
415,0.231872191
416,-0.092131339
417,0.101032272
418,0.339940508
627,0.25867279
628,0.20750129
629,0.393267439
630,-0.00578269
631,-0.077987823
632,0.346193279
633,0.311436917
634,-0.312243905
635,0.203958009
636,0.299723347
637,0.374808017
638,0.079279438
639,-0.011917936
640,-0.164507223
641,0.310164672
642,-0.342684711
643,0.004412227
644,-0.032533057
645,0.342762086
646,0.027543256
647,-0.067162506
648,0.233197603
649,-0.121305203
650,0.158219423
651,0.253883223
652,0.007001951
653,0.18159604
654,0.258787744
655,0.114680763
656,0.102491509
657,0.316080974
658,0.036944849
659,0.03799214
660,0.128884581
661,0.541111776
662,0.128543077
663,-0.00422858
664,0.058602133
665,0.21830399
666,0.188855257
667,0.016130471
668,0.109081059
669,0.145190527
670,0.187710744
671,-0.023468016
672,0.123782131
673,-0.100350047
674,0.607935452
675,0.000960972
676,0.287144077
677,0.007070829
678,0.042068921
679,0.243316898
680,-0.056661133
681,-0.014327748
682,0.099643541
683,0.343746229
684,-0.055057113
685,0.3937195
686,0.407407188
687,0.148712482
688,0.021520982
689,-0.030870306
690,0.326095861
691,-0.151826522
692,-0.001524487
693,-0.05226056
694,0.324324189
695,0.129153364
696,-0.0583032
697,0.054149519
698,0.149980462
699,0.027370203
700,0.212548742
701,-0.010011479
702,-0.038770296
703,0.314483425
704,0.049724367
705,-0.193110523
706,0.254466038
707,0.505699874
708,0.089542395
709,0.023065251
710,-0.133902111
711,0.206910999
712,0.442652463
713,-0.013417798
714,0.118236952
715,0.051866453
716,-0.120264334
717,-0.0748791
718,0.058113124
719,0.001182913
720,-0.051100111
721,0.033052712
722,-0.091141419
723,0.212582041
724,-0.339093462
725,0.296793347
726,0.005224731
727,-0.018912255
728,0.458888017
729,-0.162995439
730,0.136202894
731,0.272897822
732,0.358475555
733,-0.002699606
734,-0.109742675
735,0.128111923
736,-0.141547559
737,0.330208128
738,0.042875817
739,0.42683535
740,-0.056120841
741,0.263108078
742,-0.228811774
743,0.089990788
744,0.102218811
745,0.028612421
746,0.536652073
747,0.234926236
748,-0.03304162
749,0.161234
750,-0.137847009
751,0.196791405
752,0.027763216
753,0.033469899
754,0.306421723
755,0.098884382
756,0.072798361
757,0.137687272
758,0.188738209
759,-0.009846015
760,-0.148001036
761,0.36620222
762,-0.135353125
763,0.187873591
764,0.372295106
765,0.21397759
766,0.120199441
767,0.035103458
768,0.345958394
769,0.234725532
770,0.267847419
771,-0.059565618
772,0.267592251
773,0.147387258
774,0.186895028
775,0.047028182
776,0.095586483
777,0.105628113
778,0.13968694
779,0.402109993
780,0.142735734
781,0.075553799
782,0.06818004
783,0.109656048
784,0.153323726
785,-0.142774877
786,0.268976475
787,-0.137823635
788,-0.136412392
789,0.003171267
790,0.0758318
791,0.165755871
792,0.577701357
793,-0.043057564
794,0.455862285
795,0.027338703
796,0.27576125
797,0.305215952
798,0.180858567
799,0.001198618
800,-0.018281152
801,0.105257756
802,0.293652559
803,0.160834937
804,0.092562943
805,-0.265574208
806,0.084630657
807,0.291926827
808,0.044903141
809,-0.057701735
810,0.372192493
811,0.310760163
812,0.004295753
813,-0.272293423
814,-0.399236919
815,-0.077554928
816,0.17355174
817,0.261228583
818,-0.02911983
819,0.307740094
820,0.093552465
821,-0.08198764
822,0.194124177
823,-0.068534947
824,0.109502626
825,-0.028558885
826,-0.161058588
827,0.111876599
828,-0.085391162
829,0.283880758
830,-0.008996148
831,0.401425601
832,0.054857086
833,0.190402569
834,0.180881513
835,0.234692335
836,0.104922509
837,-0.022364507
838,0.654841723
839,-0.473893158
840,0.471652073
841,0.027428476
842,0.301476117
843,0.150853439
844,0.438655176
845,0.400086796
846,-0.062493664
847,-0.004653548
848,0.238483963
849,0.272729149
850,-0.059788983
851,-0.110108757
852,0.065272369
853,0.294333876
854,-0.093336645
855,-0.077927997
856,0.045699345
857,-0.056342444
858,0.156742716
859,0.256823374
860,0.295866497
861,-0.113881594
862,-0.073514089
863,0.22855076
864,-0.043051233
865,0.186284672
866,0.242206898
867,0.397390568
868,0.238439009
869,0.066919689
870,0.116766923
871,0.29553744
872,0.073237576
873,-0.449916194
874,0.193459482
875,0.088068131
876,-0.003671191
877,0.042459521
878,0.364173493
879,0.219160398
880,0.099008505
881,0.161068197
882,0.076235894
883,0.18447763
884,0.189263382
885,0.040923155
886,0.194001322
887,-0.050252608
888,0.079892544
889,0.20566573
890,0.387862863
891,0.094506853
892,0.058002236
893,-0.119293862
894,0.333824805
895,0.101933236
896,-0.188927648
897,0.083161319
898,0.090585579
899,0.218313242
900,0.42361526
901,0.094584026
902,-0.053289644
903,0.079003185
904,0.418985493
905,0.157873378
906,-0.063871223
907,0.041940072
908,0.080594956
909,0.296805693
910,0.280022353
911,-0.028425629
912,0.02998973
913,-0.056065642
914,0.000603911
915,0.188501513
916,0.250445471
917,-0.01065844
918,0.168536256
919,0.112792846
920,0.096248127
921,0.156628859
922,0.315460271
923,0.03280127
924,0.145008134
925,0.133734512
926,0.092679702
927,0.154646781
928,0.22650662
929,0.384357531
930,0.137283559
931,-0.028166555
932,0.020846766
933,0.36845658
934,0.191230083
935,0.255075527
936,0.144437122
937,0.044515688
938,0.242891222
939,0.021793618
940,0.057735235
941,0.189092447
942,-0.078876522
943,0.320878961
944,0.096866319
945,0.028827694
946,0.028033401
947,0.435261464
948,0.041201577
949,-0.086299169
950,-0.089798131
951,0.27609538
952,0.252986349
953,0.160706952
954,0.338032664
955,-0.310373314
956,0.21502695
957,0.091680371
958,0.235159539
959,0.18322466
960,0.240783558
961,0.301214357
962,0.036702273
963,-0.219943107
964,0.126284736
965,0.014323561
966,0.322705301
967,0.162879422
968,0.22762975
969,0.328598343
970,0.134137454
971,0.321940098
972,0.353024631
973,-0.116486636
974,0.141744849
975,0.199770014
976,0.349033852
977,0.380308646
978,-0.070350083
979,0.174661014
980,0.402510824
981,-0.055962831
982,0.18478133
983,-0.040677956
984,0.277136028
985,0.323252441
986,-0.184476677
987,0.448077857
988,-0.152835669
989,0.292956331
990,-0.134060332
991,0.131860203
992,0.260190225
993,-0.027612173
994,0.064334918
995,0.020910899
996,-0.049769511
997,0.334986886
998,0.040676034
999,0.459865587
1000,0.340243176
1001,0.027307513
1002,0.340118871
1003,0.346061159
1004,0.028148756
1005,0.111094262
1006,0.22105919
1007,0.000463426
1008,0.123248718
1009,0.123604399
1010,0.148431601
1011,0.31772262
1012,0.454197979
1013,0.047365662
1014,0.435146446
1015,0.138020919
1016,0.149619661
1017,-0.099757393
1018,0.128839731
1019,0.322128803
1020,0.109158305
1021,0.108340189
1022,0.234923994
1023,0.241473333
1024,-0.125435985
1025,0.233239885
1026,0.05498478
1027,-0.084938926
1028,-0.252401655
1029,0.588115173
1030,0.051067971
1031,0.141694392
1032,0.005625266
1033,0.057350956
1034,0.09067754
1035,0.251365525
1036,0.096229993
1037,0.078283906
1038,0.053049816
1039,0.143726796
1040,-0.289184829
1041,0.092762997
1042,-0.116696279
1043,0.188331215
1044,0.28973176
1045,0.094060608
1046,0.225385458
1047,0.272623305
1048,0.187128978
1049,0.205407215
1050,-0.171844981
1051,0.376977884
1052,-0.065106181
1053,0.04730191
1054,0.069636441
1055,0.08987849
1056,0.085726262
1057,-0.038717583
1058,-0.201597821
1059,0.080971921
1060,0.021024343
1061,0.125056407
1062,-0.010960401
1063,0.047775387
1064,0.01514767
1065,0.026668334
1066,0.140777458
1067,-0.195286376
1068,0.362366964
1069,0.267138003
1070,0.139908621
1071,0.010098924
1072,-0.083562447
1073,0.176280416
1074,0.208602771
1075,0.311218839
1076,0.271080412
1077,0.257676534
1078,0.054332913
1079,0.168127166
1080,0.05326764
1081,-0.188255362
1082,-0.043097924
1083,0.070365803
1084,0.322752571
1085,0.243845885
1086,0.22575241
1087,-0.015773102
1088,0.117084018
1089,0.214908992
1090,0.045889944
1091,0.204737599
1092,-0.146020253
1093,0.062624197
1094,0.165582729
1095,0.401302761
1096,0.136006996
1097,0.192114335
1098,0.091337213
1099,0.023613049
1100,0.237494757
1101,0.219288318
1102,0.28540347
1103,0.181393868
1104,0.121864485
1105,0.17714465
1106,-0.11390746
1107,0.136613347
1108,0.249934248
1109,0.185178673
1110,0.022112484
1111,0.084416393
1112,0.073295448
1113,0.047686892
1114,0.150846722
1115,-0.076883544
1116,0.237325965
1117,-0.299006391
1118,0.150000798
1119,0.093918007
1120,0.189021427
1121,0.201798387
1122,-0.015211308
1123,0.167242448
1124,-0.017432521
1125,0.054024094
1126,0.260825666
1127,0.220982398
1128,-0.030567993
1129,-0.009647435
1130,-0.180207217
1131,-0.107186661
1132,0.123891765
1133,0.74503616
1134,-0.052420172
1135,0.262553147
1136,0.219485675
1137,0.08953471
1138,-0.006994756
1139,0.129397674
1140,-0.014724858
1141,0.142025821
1142,0.16907377
1143,0.195729143
1144,0.421925069
1145,0.162993685
1146,0.390905585
1147,0.032796928
1148,0.120662256
1149,-0.353743412
1150,-0.015132652
1151,-0.002344723
1152,0.117114949
1153,0.073579816
1154,0.187725102
1155,0.232548075
1156,-0.068066624
1157,0.243509137
1158,0.442552551
1159,0.134551724
1160,-0.049320428
1161,0.213841209
1162,0.23731327
1163,0.319226153
1164,-0.073088655
1165,0.097321895
1166,0.29726487
1167,0.242909692
1168,0.025444377
1169,0.125647246
1170,0.232164936
1171,0.11945693
1172,0.423250156
1173,0.194973732
1174,0.147315037
1175,0.082636271
1176,0.160927765
1177,0.188711737
1178,-0.299870952
1179,0.293060605
1180,0.247461901
1181,0.267162879
1182,0.021835737
1183,0.05583053
1184,0.033623793
1185,0.28375173
1186,0.057044471
1187,0.439688282
1188,0.038553675
1189,0.058899502
1190,0.21559696
1191,0.294097877
1192,0.309114885
1193,0.168522165
1194,0.173648286
1195,0.144279567
1196,0.440320157
1197,0.012172183
1198,0.386488502
1199,0.173852284
1200,0.195012416
1201,0.208256861
1202,0.11361553
1203,0.123637999
1204,0.04320402
1205,0.247100201
1206,0.051855404
1207,0.083336288
1208,0.395455278
1209,0.285089132
1210,-0.014920515
1211,0.371085704
1212,0.039367295
1213,0.124401641
1214,0.010412423
1215,0.244162733
1216,0.27893023
1217,0.078430651
1218,0.318973911
1219,0.11804589
1220,0.188673748
1221,0.050414077
1222,0.165053704
1223,0.234900653
1224,0.001941077
1225,0.086194923
1226,0.193441112
1227,-0.018757016
1228,0.103836292
1229,0.06112408
1230,0.11367281
1231,-0.010376423
1232,-0.117493012
1233,0.465868952
1234,0.20856594
1235,0.114347567
1236,0.171366585
1237,-0.02022267
1238,-0.058326064
1239,0.193996479
1240,0.180261778
1241,0.356215477
1242,0.157601218
1243,0.132919212
1244,0.349595693
1245,0.206642328
1246,0.052746497
1247,0.260763913
1248,-0.1242962
1249,-0.23917475
1250,-0.348197247
1251,0.235319667
1252,-0.015439248
1461,0.384634865
1462,-0.046994193
1463,0.0029535
1464,-0.076528271
1465,-0.100109649
1466,0.094977952
1467,-0.129953223
1468,-0.218417511
1469,0.02720819
1470,0.161019965
1471,0.005990018
1472,0.144641328
1473,0.206216968
1474,0.126372518
1475,0.20999171
1476,0.032152222
1477,-0.015994375
1478,0.069264477
1479,0.272779197
1480,0.195953986
1481,0.233134644
1482,-0.014376502
1483,0.480978665
1484,0.413323543
1485,0.449289889
1486,0.085588664
1487,0.007425401
1488,0.384539764
1489,0.217625962
1490,0.23402743
1491,0.024110596
1492,0.089197629
1493,0.320628947
1494,0.31615453
1495,0.412328212
1496,-0.068073573
1497,0.007763639
1498,0.227721629
1499,-0.339173407
1500,-0.015546776
1501,0.144193503
1502,-0.075014241
1503,0.215917083
1504,0.269651146
1505,0.240535397
1506,0.21996413
1507,0.009543922
1508,-0.200667701
1509,0.221954614
1510,0.149048568
1511,-0.25196873
1512,-0.166176401
1513,0.087720974
1514,0.122807959
1515,0.196570687
1516,-0.030826805
1517,0.206163855
1518,0.338400162
1519,0.177508011
1520,0.322107136
1521,0.094571624
1522,0.038562692
1523,0.339454872
1524,0.159451001
1525,0.203662511
1526,0.189877068
1527,0.141256526
1528,0.23009182
1529,0.120848454
1530,0.053272702
1531,0.318399257
1532,0.231646479
1533,0.025071868
1534,0.051017956
1535,-0.122379556
1536,0.078029435
1537,-0.243765012
1538,-0.008192905
1539,0.194413623
1540,0.039733738
1541,-0.137611168
1542,0.082397485
1543,-0.097177911
1544,0.196336938
1545,0.278061211
1546,-0.106208549
1547,0.033445222
1548,-0.089945649
1549,0.038625147
1550,0.360530673
1551,0.241932825
1552,0.085187833
1553,0.059158839
1554,0.046969972
1555,0.562381465
1556,0.216083581
1557,-0.00621195
1558,0.052975025
1559,-0.142831059
1560,0.34438579
1561,0.192013495
1562,0.046511878
1563,0.174896043
1564,0.35884811
1565,0.338532955
1566,0.069176584
1567,0.015211747
1568,0.023267538
1569,0.366262393
1570,-0.028998518
1571,0.372184702
1572,-0.01074336
1573,0.216694742
1574,0.230177122
1575,0.266917122
1576,0.20824333
1577,0.346880552
1578,0.13794788
1579,0.011800356
1580,0.044732185
1581,0.047924726
1582,0.008474548
1583,-0.111663085
1584,0.024124188
1585,0.103813416
1586,0.165718513
1587,-0.023594346
1588,0.118025232
1589,0.309705341
1590,-0.023573128
1591,0.016037917
1592,0.057197325
1593,0.29351007
1594,0.136424637
1595,-4.59E-05
1596,0.13657504
1597,0.098320862
1598,0.011195228
1599,0.317707784
1600,0.266673158
1601,0.34286422
1602,-0.012511177
1603,0.263327833
1604,0.190637096
1605,0.161592099
1606,0.395177505
1607,0.186841984
1608,0.187112684
1609,0.288537048
1610,-0.105962425
1611,0.410296132
1612,-0.239656896
1613,0.324426627
1614,0.10198107
1615,0.213513543
1616,0.059104517
1617,-0.184451385
1618,0.380872043
1619,-0.117573858
1620,-0.013570886
1621,0.173362714
1622,0.069412222
1623,0.194405823
1624,-0.098658469
1625,0.118413096
1626,0.121778571
1627,0.275994063
1628,-0.111011007
1629,0.120446694
1630,0.179823514
1631,0.036980763
1632,0.106312431
1633,0.150010098
1634,-0.122768469
1635,0.089207278
1636,0.116185511
1637,0.367296147
1638,0.084781443
1639,0.23165456
1640,0.042906014
1641,0.141087436
1642,0.190026566
1643,0.349405801
1644,0.287642529
1645,0.059766971
1646,-0.032836198
1647,-0.041257172
1648,0.238067631
1649,0.547399049
1650,0.161239028
1651,0.47112515
1652,0.293222047
1653,0.253493394
1654,0.425185661
1655,0.308008645
1656,0.185037309
1657,0.134419303
1658,0.31128747
1659,0.119582651
1660,0.392185351
1661,-0.232751355
1662,-0.000477723
1663,0.100205377
1664,-0.090289037
1665,0.244801546
1666,0.07942939
1667,0.382394848
1668,0.064506743
1669,0.356538665
1670,0.119043495
1671,0.301011948
1672,-0.121195789
1673,-0.001613746
1674,0.35664821
1675,0.135886493
1676,-0.040245675
1677,-0.043974952
1678,0.079442599
1679,0.063695791
1680,0.084449715
1681,0.130597899
1682,0.007706394
1683,-0.088206232
1684,0.189655071
1685,0.030777461
1686,0.335103854
1687,-0.019195677
1688,0.058158272
1689,-0.136982981
1690,0.039801728
1691,0.037680249
1692,-0.197814369
1693,-0.011427862
1694,-0.035570575
1695,-0.109701094
1696,-0.102782608
1697,0.074289695
1698,0.195484264
1699,0.181463813
1700,0.037726809
1701,0.019217662
1702,0.148800862
1703,0.123398738
1704,0.037634436
1705,0.131602775
1706,0.220455752
1707,0.140045142
1708,0.102548312
1709,0.223539822
1710,-0.080471453
1711,0.198176313
1712,0.103057704
1713,0.084439294
1714,0.278410394
1715,0.264309805
1716,-0.08086586
1717,0.54780185
1718,0.257451583
1719,0.17882184
1720,0.264538602
1721,0.20591373
1722,0.261653918
1723,0.146312707
1724,0.119978127
1725,0.099269185
1726,0.022902692
1727,0.244769754
1728,0.271433609
1729,0.05921352
1730,0.363503022
1731,-0.014714424
1732,0.060547639
1733,0.152910913
1734,0.053043139
1735,0.398833247
1736,0.25752724
1737,0.202849954
1738,0.017937478
1739,0.066633934
1740,0.310177364
1741,0.454907128
1742,0.126083268
1743,0.391851098
1744,0.161426563
1745,0.065567267
1746,0.083519444
1747,0.112127058
1748,-0.056224094
1749,-0.190392312
1750,0.238041804
1751,0.077184266
1752,0.034890566
1753,0.058348353
1754,0.314696167
1755,0.238866184
1756,0.349206512
1757,0.030732523
1758,-0.277321846
1759,0.122514826
1760,0.060752715
1761,0.24310411
1762,0.098874304
1763,0.385528856
1764,0.367845321
1765,0.003815151
1766,0.105732142
1767,0.194164148
1768,0.278809323
1769,-0.0205175
1770,0.184984488
1771,0.104925763
1772,0.497649619
1773,0.206005625
1774,0.374105489
1775,0.319734746
1776,0.1921361
1777,0.058489276
1778,0.172157096
1779,0.206362315
1780,0.332809159
1781,0.371725156
1782,0.059697359
1783,0.361243568
1784,0.200796582
1785,0.241361314
1786,-0.114637472
1787,0.119454426
1788,0.058711048
1789,-0.29967939
1790,-0.07590322
1791,0.043354991
1792,0.15897419
1793,0.068276079
1794,0.275375291
1795,0.127571447
1796,-0.026410923
1797,-0.107646632
1798,0.167437289
1799,0.300661102
1800,-0.13160132
1801,-0.110357246
1802,0.07211057
1803,0.089563801
1804,0.351603955
1805,0.03402776
1806,0.154284916
1807,0.155715154
1808,0.276955736
1809,0.213935958
1810,0.161482342
1811,0.264486898
1812,0.10070011
1813,0.313669768
1814,0.335319776
1815,0.236273021
1816,0.175716946
1817,0.061966924
1818,0.041661353
1819,0.191864551
1820,0.1803819
1821,0.142880163
1822,0.242660643
1823,0.293037994
1824,-0.013564803
1825,0.040614778
1826,0.198047415
1827,0.001728892
1828,0.170980568
1829,-0.007167203
1830,0.047901356
1831,0.305354662
1832,0.141974099
1833,0.254616522
1834,0.083837586
1835,0.001084536
1836,-0.042761103
1837,0.256314163
1838,-0.205584274
1839,0.298805805
1840,-0.014654647
1841,0.036832246
1842,-0.083274113
1843,0.105033951
1844,-0.075880535
1845,0.180691857
1846,0.09210792
1847,0.157654357
1848,0.15310079
1849,-0.007329379
1850,-0.030320442
1851,0.355771816
1852,-0.108563186
1853,0.222982856
1854,-0.017176542
1855,0.134425576
1856,0.174834127
1857,0.41356633
1858,-0.072901064
1859,0.008477192
1860,0.084395954
1861,0.317950936
1862,-0.147737501
1863,0.129244163
1864,0.088367137
1865,-0.059974891
1866,-0.157053127
1867,-0.125455355
1868,-0.134056271
1869,0.19204746
1870,0.264281095
1871,0.039826313
1872,0.1509571
1873,0.157469571
1874,0.074890524
1875,0.274989261
1876,0.118731761
1877,0.242520308
2086,0.25858543
2087,-0.311306429
2088,0.21866654
2089,0.096068495
2090,0.184740449
2091,0.024446739
2092,0.149080827
2093,0.186947828
2094,-0.133851222
2095,0.363744017
2096,0.33511719
2097,0.13975465
2098,0.326105532
2099,0.331536755
2100,0.155921197
2101,0.036012319
2102,0.167837344
2103,0.064765204
2104,0.191465088
2105,0.123222052
2106,0.192049298
2107,0.17968633
2108,0.150543432
2109,0.164153458
2110,0.019833096
2111,0.262078271
2112,-0.154984253
2113,0.194700279
2114,0.096672725
2115,0.033541462
2116,0.107761047
2117,0.098006825
2118,0.270436021
2119,0.133519379
2120,-0.0308662
2121,0.071355943
2122,-0.056015756
2123,-0.015023646
2124,0.014986514
2125,0.204140727
2126,0.509429094
2127,-0.172275482
2128,0.09984389
2129,0.109268391
2130,0.096036242
2131,0.204838149
2132,0.181186201
2133,0.083331751
2134,0.062442738
2135,-0.037246102
2136,0.145528821
2137,0.139935327
2138,-0.067316876
2139,0.168801385
2140,0.344329145
2141,0.004749139
2142,0.286305847
2143,0.295243555
2144,0.303339432
2145,0.060088138
2146,0.266002397
2147,0.084390451
2148,0.335681655
2149,0.074512006
2150,0.198022572
2151,0.047124782
2152,0.141366764
2153,0.047091541
2154,0.400691883
2155,-0.059672466
2156,0.202823647
2157,0.359792911
2158,0.108847596
2159,0.368978494
2160,0.384228236
2161,0.247740964
2162,0.00401714
2163,0.274416346
2164,-0.1241191
2165,0.140286308
2166,-0.271938439
2167,0.069002947
2168,0.152746491
2169,0.373332706
2170,-0.02300942
2171,0.178605603
2172,-0.356956252
2173,-0.141844796
2174,0.100637932
2175,0.128387679
2176,0.181334192
2177,0.221394288
2178,0.266577598
2179,0.144897696
2180,0.218337586
2181,0.200130759
2182,0.164122352
2183,0.133834975
2184,-0.163310296
2185,-0.096031262
2186,0.154800637
2187,0.255320437
2188,0.054193986
2189,0.214919059
2190,0.121511598
2191,0.102535816
2192,0.343180666
2193,0.081168786
2194,0.535205035
2195,-0.037931854
2196,0.07258975
2197,0.111130018
2198,0.049980879
2199,-0.057124413
2200,0.285055683
2201,0.035716301
2202,0.001069185
2203,0.238029121
2204,-0.149124066
2205,-0.241162398
2206,-0.032621193
2207,-0.217203709
2208,-0.134954225
2209,-0.08019851
2210,0.15152966
2211,0.045261301
2212,0.173388796
2213,-0.386716911
2214,0.195895131
2215,0.343199791
2216,-0.019485381
2217,-0.009619348
2218,0.5015984
2219,0.552788767
2220,0.056266864
2221,0.205511094
2222,-0.031373722
2223,-0.163135021
2224,0.131063717
2225,0.284105165
2226,0.088374525
2227,-9.74E-06
2228,0.121013537
2229,0.143623149
2230,0.229022106
2231,0.157527454
2232,0.242875951
2233,-0.098582822
2234,0.065738164
2235,-0.152636401
2236,0.202659089
2237,0.277280659
2238,0.006604882
2239,0.197464262
2240,0.213427852
2241,0.110788936
2242,-0.195791395
2243,-0.253710839
2244,-0.014171881
2245,0.119809696
2246,-0.002402581
2247,0.270578009
2248,0.118708913
2249,0.114856242
2250,-0.012534472
2251,0.441916498
2252,0.209997659
2253,0.259858058
2254,0.119756788
2255,0.198633634
2256,0.47323986
2257,-0.248522621
2258,0.398327244
2259,0.118327608
2260,0.254687242
2261,0.264446276
2262,0.321989853
2263,-0.081742609
2264,0.123285072
2265,0.015242233
2266,0.086264165
2267,0.184759693
2268,0.033158919
2269,-0.17299233
2270,0.308789878
2271,0.328722506
2272,-0.165178799
2273,-0.041884067
2274,0.145015374
2275,0.280265143
2276,0.08678817
2277,0.036121134
2278,0.088156871
2279,0.002383978
2280,-0.109372575
2281,0.278096854
2282,-0.09186316
2283,0.12177172
2284,0.277164395
2285,-0.319051655
2286,-0.168157212
2287,0.250871751
2288,-0.015888225
2289,0.378194515
2290,0.216313775
2291,0.270706087
2292,0.100670765
2293,0.240037285
2294,0.062585916
2295,0.045314613
2296,-0.104548077
2297,0.017968032
2298,-0.058215242
2299,0.312199812
2300,-0.033899476
2301,0.307871199
2302,0.021101261
2303,0.299217809
2304,0.350384862
2305,-0.168261332
2306,-0.010179789
2307,0.020441447
2308,0.165816844
2309,-0.008119042
2310,-0.141323813
2311,0.291062975
2312,0.160435478
2313,-0.14773863
2314,-0.083495456
2315,0.08474093
2316,0.055532365
2317,0.330157486
2318,0.177624394
2319,0.303245314
2320,-0.00103194
2321,0.017497395
2322,0.286638648
2323,0.046247419
2324,0.329901992
2325,0.162405854
2326,-0.324414365
2327,0.123942388
2328,0.030852428
2329,0.125720508
2330,-0.090500079
2331,0.294793584
2332,0.120932196
2333,-0.128596876
2334,0.240107909
2335,0.060592605
2336,-0.168762272
2337,0.05024733
2338,0.682833619
2339,0.208731467
2340,0.045699155
2341,0.076561023
2342,-0.130999647
2343,0.144914546
2344,-0.168092977
2345,0.018293768
2346,0.039417276
2347,0.075857109
2348,-0.038039231
2349,0.139998711
2350,0.134010687
2351,0.37993422
2352,-0.019700364
2353,0.026094377
2354,-0.007806157
2355,0.041505199
2356,0.152938961
2357,0.315377884
2358,0.076505736
2359,0.207112952
2360,0.053981312
2361,0.344962588
2362,0.037202253
2363,0.126798522
2364,0.10001342
2365,-0.003787999
2366,0.064276497
2367,0.095016685
2368,0.210212688
2369,-0.133822528
2370,0.29128936
2371,0.495120718
2372,-0.034464771
2373,0.014056325
2374,-0.186542911
2375,0.515097426
2376,0.207966031
2377,-0.005103984
2378,-0.287984075
2379,-0.059472103
2380,0.421565112
2381,-0.035578971
2382,0.102872608
2383,0.100041068
2384,0.069701341
2385,0.076080645
2386,0.220049611
2387,0.199646837
2388,0.259645238
2389,0.206289873
2390,-0.268845857
2391,-0.167051357
2392,0.180720588
2393,0.06197775
2394,-0.114360188
2395,0.142274059
2396,-0.183192629
2397,0.065236079
2398,-0.0786289
2399,0.105819584
2400,0.270893957
2401,0.207208018
2402,0.350142202
2403,0.064936635
2404,0.221651228
2405,0.220412141
2406,0.037183725
2407,0.254480835
2408,-0.162919272
2409,0.008787904
2410,0.196414223
2411,0.059310141
2412,0.374883459
2413,0.214710909
2414,0.187567084
2415,0.162540433
2416,0.622101289
2417,-4.47E-05
2418,-0.056493939
2419,0.183402054
2420,0.126471407
2421,-0.004980174
2422,0.078833683
2423,-0.047722012
2424,0.057760312
2425,0.309700785
2426,0.17854363
2427,-0.228856769
2428,0.321436352
2429,-0.257375903
2430,-0.10960261
2431,0.211095179
2432,0.121462747
2433,-0.010167474
2434,0.089964062
2435,0.236523733
2436,0.302176111
2437,0.20450395
2438,0.00478319
2439,-0.056763036
2440,0.057953012
2441,0.266021244
2442,0.174422151
2443,0.438408561
2444,0.019121821
2445,0.162787167
2446,0.078913124
2447,0.101549011
2448,0.030635997
